"baseMean"	"log2FoldChange"	"lfcSE"	"fc"	"stat"	"pvalue"	"padj"
"chr1:4259360-4260111"	17.0959362263534	-0.106088465605123	0.242625799328123	0.929103700158104	-0.436166593194344	0.662715863968265	NA
"chr1:4699004-4699283"	1.47697981173994	0.0126059598982271	0.109578176736071	1.00877607143999	0.115094342943977	0.908370343784116	NA
"chr1:4785484-4785640"	305.504416466276	0.277662186978232	0.174852950482787	1.21222893739832	1.58824546577931	0.112230843770034	0.268256499446544
"chr1:4807626-4808152"	438.123228285466	0.430834284972067	0.158972667534795	1.34801288347294	2.71021306101838	0.0067239999788511	0.0383931784775846
"chr1:4857285-4858200"	586.804811642039	-0.0906673473242149	0.138994505996581	0.939088254754389	-0.652253837879444	0.514237434055546	0.693096360594108
"chr1:5018801-5019834"	27.9405647175532	0.0306451978464262	0.261242246441392	1.02146884187462	0.117474532379947	0.906484024505345	NA
"chr1:5083108-5083448"	409.057736800987	0.496337537107673	0.157807994623634	1.41062795647926	3.14494617043748	0.00166117392466535	0.0135486704275451
"chr1:5195094-5195475"	1.66205615303228	-0.000379243765970675	0.106449413903157	0.999737162800623	-0.00362514702290044	0.997107557495053	NA
"chr1:5251151-5251306"	1.07612087887092	-0.00552645740136614	0.0849242393271119	0.996176679207772	-0.064101622333103	0.948889310069881	NA
"chr1:5740766-5740891"	3.63844777748614	-0.0703139396133528	0.141517502235427	0.952430720512095	-0.501217237618347	0.616218244112782	NA
"chr1:6214139-6215195"	928.31862353483	0.518801527920508	0.117333160211145	1.43276453087888	4.42123415251386	9.81387548482275e-06	0.000278500878458809
"chr1:6343394-6343579"	1.29607103981926	-0.0648411194663367	0.0991341123109413	0.956050599348628	-0.698455943491925	0.484892100799967	NA
"chr1:6347122-6347306"	2.22829352343574	0.0405298609948088	0.12763393602158	1.02849149307118	0.319134123474409	0.749624808685931	NA
"chr1:6358835-6359776"	76.6498239546679	0.342899361511591	0.249647106009816	1.26830292287215	1.37481865678785	0.169187672556474	0.348428626564612
"chr1:6382777-6383115"	135.001016013146	0.493697943362213	0.224982328498736	1.40804939315985	2.19490157309804	0.0281706589649406	0.103065708825377
"chr1:6404037-6404247"	2.4205122880466	-0.0202250812346483	0.133548280318127	0.986078849968908	-0.151861788365919	0.879295947136015	NA
"chr1:6430218-6430402"	3.94182767470568	0.0138843380783593	0.157847680906199	1.00967034833803	0.0879972183525904	0.929878887000366	NA
"chr1:7026225-7026772"	5.16482290037787	-0.222294029837521	0.177301481646829	0.857201316099198	-1.32547310310944	0.185014284668401	NA
"chr1:7088222-7089508"	349.257491856367	-0.129234790583499	0.165601285991232	0.914316277508755	-0.780259903592233	0.435237908809842	0.627315509806386
